from_variable,to_variable,stage,formula_id,edge_type,source_v4_line
B_max,B_eff,magnetic,V5_0001,formula_parent,477
I_exc,B_eff,magnetic,V5_0001,formula_parent,477
I_ref,B_eff,magnetic,V5_0001,formula_parent,477
thermal_derate,B_eff,magnetic,V5_0001,formula_parent,477
T_coil,B_eff,magnetic,V5_0001,formula_parent,477
C_feed_prev,C_feed,tower_mill,V5_0002,formula_parent,1301
tau_cyc_pool,C_feed,tower_mill,V5_0002,formula_parent,1301
C_feed_in,C_feed,tower_mill,V5_0002,formula_parent,1301
M_mag_conc_solid,C_feed_in,tower_mill,V5_0003,formula_parent,1291
M_tm_discharge_solid_prev,C_feed_in,tower_mill,V5_0003,formula_parent,1291
M_mag_conc_wet,C_feed_in,tower_mill,V5_0003,formula_parent,1291
M_tm_discharge_wet_prev,C_feed_in,tower_mill,V5_0003,formula_parent,1291
M_water_add,C_feed_in,tower_mill,V5_0003,formula_parent,1291
C_nom,C_i,boundary,V5_0004,formula_parent,317
k_load_C,C_i,boundary,V5_0004,formula_parent,317
M_wet_i,C_i,boundary,V5_0004,formula_parent,317
M_nom_i,C_i,boundary,V5_0004,formula_parent,317
k_clay_C,C_i,boundary,V5_0004,formula_parent,317
clay_i,C_i,boundary,V5_0004,formula_parent,317
xi_C_i,C_i,boundary,V5_0004,formula_parent,317
C_min,C_i,boundary,V5_0004,formula_parent,317
C_max,C_i,boundary,V5_0004,formula_parent,317
M_sand,C_mill,tower_mill,V5_0005,formula_parent,1359
M_mill_water_in,C_mill,tower_mill,V5_0005,formula_parent,1359
M_solid_mixed,C_mixed,boundary,V5_0006,formula_parent,383
M_wet_mixed,C_mixed,boundary,V5_0006,formula_parent,383
C_under_sp,C_under,flotation,V5_0007,formula_parent,727
tau_C,C_under,flotation,V5_0007,formula_parent,727
C_under_sp_s,C_under_s,flotation,V5_0008,formula_parent,1456
C_under_s_prev,C_under_s,flotation,V5_0008,formula_parent,1456
tau_NT_C,C_under_s,flotation,V5_0008,formula_parent,1456
C_nom,C_under_sp,flotation,V5_0009,formula_parent,726
Kbed,C_under_sp,flotation,V5_0009,formula_parent,726
L_NT,C_under_sp,flotation,V5_0009,formula_parent,726
L_ref,C_under_sp,flotation,V5_0009,formula_parent,726
Kload,C_under_sp,flotation,V5_0009,formula_parent,726
M_in,C_under_sp,flotation,V5_0009,formula_parent,726
M_ref,C_under_sp,flotation,V5_0009,formula_parent,726
C_min,C_under_sp,flotation,V5_0009,formula_parent,726
C_max,C_under_sp,flotation,V5_0009,formula_parent,726
C_NT_nom,C_under_sp_s,flotation,V5_0010,formula_parent,1455
Kbed_NT,C_under_sp_s,flotation,V5_0010,formula_parent,1455
L_NT_s,C_under_sp_s,flotation,V5_0010,formula_parent,1455
L_NT_ref,C_under_sp_s,flotation,V5_0010,formula_parent,1455
Kload_NT,C_under_sp_s,flotation,V5_0010,formula_parent,1455
M_NT_in_solid_s,C_under_sp_s,flotation,V5_0010,formula_parent,1455
M_NT_ref,C_under_sp_s,flotation,V5_0010,formula_parent,1455
C_NT_min,C_under_sp_s,flotation,V5_0010,formula_parent,1455
C_NT_max,C_under_sp_s,flotation,V5_0010,formula_parent,1455
k_cao_ca,Ca2_effect,flotation,V5_0011,formula_parent,813
dose_cao_kg_t,Ca2_effect,flotation,V5_0011,formula_parent,813
k_cao_ca,Ca2_effect_s,flotation,V5_0012,formula_parent,1526
dose_cao_kg_t_s,Ca2_effect_s,flotation,V5_0012,formula_parent,1526
e6,DeltaP_blower_Pa_b,flotation,V5_0013,formula_parent,1550
P_blower_pressure_b,DeltaP_blower_Pa_b,flotation,V5_0013,formula_parent,1550
P_amb_pressure,DeltaP_blower_Pa_b,flotation,V5_0013,formula_parent,1550
a_Ca_carb,E_Ca2_carb,flotation,V5_0014,formula_parent,818
Ca2_effect,E_Ca2_carb,flotation,V5_0014,formula_parent,818
Ca_carb0,E_Ca2_carb,flotation,V5_0014,formula_parent,818
s_Ca_carb,E_Ca2_carb,flotation,V5_0014,formula_parent,818
a_Ca_sil,E_Ca2_sil,flotation,V5_0015,formula_parent,817
Ca2_effect,E_Ca2_sil,flotation,V5_0015,formula_parent,817
Ca_sil0,E_Ca2_sil,flotation,V5_0015,formula_parent,817
s_Ca_sil,E_Ca2_sil,flotation,V5_0015,formula_parent,817
k1,E_air,flotation,V5_0016,formula_parent,925
Q_air,E_air,flotation,V5_0016,formula_parent,925
Q_low,E_air,flotation,V5_0016,formula_parent,925
k2,E_air,flotation,V5_0016,formula_parent,925
Q_high,E_air,flotation,V5_0016,formula_parent,925
k1_c,"E_air_{s,c}",flotation,V5_0017,formula_parent,1595
"Q_air_{s,c}","E_air_{s,c}",flotation,V5_0017,formula_parent,1595
Q_air_low_c,"E_air_{s,c}",flotation,V5_0017,formula_parent,1595
k2_c,"E_air_{s,c}",flotation,V5_0017,formula_parent,1595
Q_air_high_c,"E_air_{s,c}",flotation,V5_0017,formula_parent,1595
a1,E_collector,flotation,V5_0018,formula_parent,922
dose_TD_effective,E_collector,flotation,V5_0018,formula_parent,922
dose_low,E_collector,flotation,V5_0018,formula_parent,922
a2,E_collector,flotation,V5_0018,formula_parent,922
dose_high,E_collector,flotation,V5_0018,formula_parent,922
a1_c,"E_collector_{s,c}",flotation,V5_0019,formula_parent,1592
dose_TD_effective_s,"E_collector_{s,c}",flotation,V5_0019,formula_parent,1592
dose_low_c,"E_collector_{s,c}",flotation,V5_0019,formula_parent,1592
a2_c,"E_collector_{s,c}",flotation,V5_0019,formula_parent,1592
dose_high_c,"E_collector_{s,c}",flotation,V5_0019,formula_parent,1592
C_opt,E_density,flotation,V5_0020,formula_parent,926
sigma_C,E_density,flotation,V5_0020,formula_parent,926
C_s,"E_density_{s,c}",flotation,V5_0021,formula_parent,1596
C_opt_c,"E_density_{s,c}",flotation,V5_0021,formula_parent,1596
sigma_C_c,"E_density_{s,c}",flotation,V5_0021,formula_parent,1596
kK6,E_depressant,flotation,V5_0022,formula_parent,923
dose_DF_K6_effective,E_depressant,flotation,V5_0022,formula_parent,923
dose_K6_ref,E_depressant,flotation,V5_0022,formula_parent,923
kK6_c,"E_depressant_{s,c}",flotation,V5_0023,formula_parent,1593
dose_DF_K6_effective_s,"E_depressant_{s,c}",flotation,V5_0023,formula_parent,1593
dose_K6_ref_c,"E_depressant_{s,c}",flotation,V5_0023,formula_parent,1593
L_mag,E_level,magnetic,V5_0024,formula_parent,523
L_ref,E_level,magnetic,V5_0024,formula_parent,523
sigma_L,E_level,magnetic,V5_0024,formula_parent,523
Liberation_gangue,E_lib_g,flotation,V5_0025,formula_parent,928
Liberation_gangue_s,"E_lib_g_{s,c}",flotation,V5_0026,formula_parent,1598
k_mu_float,E_mu,flotation,V5_0027,formula_parent,929
mu_slurry,E_mu,flotation,V5_0027,formula_parent,929
mu_ref,E_mu,flotation,V5_0027,formula_parent,929
k_mu_float_c,"E_mu_{s,c}",flotation,V5_0028,formula_parent,1599
mu_slurry_s,"E_mu_{s,c}",flotation,V5_0028,formula_parent,1599
mu_ref,"E_mu_{s,c}",flotation,V5_0028,formula_parent,1599
pH,E_pH,flotation,V5_0029,formula_parent,924
pH_opt,E_pH,flotation,V5_0029,formula_parent,924
sigma_pH,E_pH,flotation,V5_0029,formula_parent,924
pH_s,"E_pH_{s,c}",flotation,V5_0030,formula_parent,1594
pH_opt_c,"E_pH_{s,c}",flotation,V5_0030,formula_parent,1594
sigma_pH_c,"E_pH_{s,c}",flotation,V5_0030,formula_parent,1594
f_pul,E_pulse,magnetic,V5_0031,formula_parent,521
f_pul_opt,E_pulse,magnetic,V5_0031,formula_parent,521
sigma_pul,E_pulse,magnetic,V5_0031,formula_parent,521
f_ring,E_ring,magnetic,V5_0032,formula_parent,522
f_ring_opt,E_ring,magnetic,V5_0032,formula_parent,522
sigma_ring,E_ring,magnetic,V5_0032,formula_parent,522
k_clog,E_ring,magnetic,V5_0032,formula_parent,522
matrix_clog,E_ring,magnetic,V5_0032,formula_parent,522
k_size,E_size,flotation,V5_0033,formula_parent,927
F325,E_size,flotation,V5_0033,formula_parent,927
F325_min,E_size,flotation,V5_0033,formula_parent,927
k_size_c,"E_size_{s,c}",flotation,V5_0034,formula_parent,1597
F325_s,"E_size_{s,c}",flotation,V5_0034,formula_parent,1597
F325_min_c,"E_size_{s,c}",flotation,V5_0034,formula_parent,1597
P_mech,E_spec,tower_mill,V5_0035,formula_parent,1373
M_sand,E_spec,tower_mill,V5_0035,formula_parent,1373
e0,Entr,magnetic,V5_0036,formula_parent,524
eC,Entr,magnetic,V5_0036,formula_parent,524
ef25,Entr,magnetic,V5_0036,formula_parent,524
f25,Entr,magnetic,V5_0036,formula_parent,524
eclay,Entr,magnetic,V5_0036,formula_parent,524
clay,Entr,magnetic,V5_0036,formula_parent,524
eL,Entr,magnetic,V5_0036,formula_parent,524
L_mag,Entr,magnetic,V5_0036,formula_parent,524
L_ref,Entr,magnetic,V5_0036,formula_parent,524
e_pul,Entr,magnetic,V5_0036,formula_parent,524
f_pul,Entr,magnetic,V5_0036,formula_parent,524
f_pul_min,Entr,magnetic,V5_0036,formula_parent,524
f_pul_ref,Entr,magnetic,V5_0036,formula_parent,524
e_max,Entr,magnetic,V5_0036,formula_parent,524
logit,F200_i,boundary,V5_0037,formula_parent,332
M_solid_i,F200_mixed,boundary,V5_0038,formula_parent,406
F200_i,F200_mixed,boundary,V5_0038,formula_parent,406
M_solid_mixed,F200_mixed,boundary,V5_0038,formula_parent,406
F325_discharge_prev,F325_discharge,tower_mill,V5_0039,formula_parent,1379
tau_mill_residence,F325_discharge,tower_mill,V5_0039,formula_parent,1379
F325_discharge_inst,F325_discharge,tower_mill,V5_0039,formula_parent,1379
F325_sand,F325_discharge_inst,tower_mill,V5_0040,formula_parent,1374
kE,F325_discharge_inst,tower_mill,V5_0040,formula_parent,1374
E_spec,F325_discharge_inst,tower_mill,V5_0040,formula_parent,1374
WI_mill,F325_discharge_inst,tower_mill,V5_0040,formula_parent,1374
k_over,F325_discharge_inst,tower_mill,V5_0040,formula_parent,1374
f25,F325_discharge_inst,tower_mill,V5_0040,formula_parent,1374
F325_feed_prev,F325_feed,tower_mill,V5_0041,formula_parent,1302
tau_cyc_pool,F325_feed,tower_mill,V5_0041,formula_parent,1302
F325_feed_in,F325_feed,tower_mill,V5_0041,formula_parent,1302
M_mag_conc_solid,F325_feed_in,tower_mill,V5_0042,formula_parent,1292
F325_mag_conc,F325_feed_in,tower_mill,V5_0042,formula_parent,1292
M_tm_discharge_solid_prev,F325_feed_in,tower_mill,V5_0042,formula_parent,1292
F325_discharge_prev,F325_feed_in,tower_mill,V5_0042,formula_parent,1292
e,F325_i,boundary,V5_0043,formula_parent,333
d80_i,F325_i,boundary,V5_0043,formula_parent,333
n_rr,F325_i,boundary,V5_0043,formula_parent,333
M_solid_i,F325_mixed,boundary,V5_0044,formula_parent,407
F325_i,F325_mixed,boundary,V5_0044,formula_parent,407
M_solid_mixed,F325_mixed,boundary,V5_0044,formula_parent,407
F325_feed,F325_overflow,tower_mill,V5_0045,formula_parent,1345
k_fine_enrich,F325_overflow,tower_mill,V5_0045,formula_parent,1345
alpha_ov,F325_overflow,tower_mill,V5_0045,formula_parent,1345
F325_feed,F325_sand,tower_mill,V5_0046,formula_parent,1348
F325_overflow,F325_sand,tower_mill,V5_0046,formula_parent,1348
alpha_ov,F325_sand,tower_mill,V5_0046,formula_parent,1348
k_feo_mag,FeO_proxy_i,boundary,V5_0047,formula_parent,346
Fe_mag_i,FeO_proxy_i,boundary,V5_0047,formula_parent,346
k_feo_carb,FeO_proxy_i,boundary,V5_0047,formula_parent,346
Fe_carb_i,FeO_proxy_i,boundary,V5_0047,formula_parent,346
k_feo_hem,FeO_proxy_i,boundary,V5_0047,formula_parent,346
Fe_hem_i,FeO_proxy_i,boundary,V5_0047,formula_parent,346
k_feo_sil,FeO_proxy_i,boundary,V5_0047,formula_parent,346
Fe_sil_i,FeO_proxy_i,boundary,V5_0047,formula_parent,346
Fe_total_i,Fe_carb_i,boundary,V5_0048,formula_parent,343
r_carb_i,Fe_carb_i,boundary,V5_0048,formula_parent,343
Fe_total_i,Fe_hem_i,boundary,V5_0049,formula_parent,342
r_hem_i,Fe_hem_i,boundary,V5_0049,formula_parent,342
Fe_total_i,Fe_mag_i,boundary,V5_0050,formula_parent,341
r_mag_i,Fe_mag_i,boundary,V5_0050,formula_parent,341
Fe_total_i,Fe_sil_i,boundary,V5_0051,formula_parent,344
r_sil_i,Fe_sil_i,boundary,V5_0051,formula_parent,344
Fe_mag,Fe_total,global,V5_0052,formula_parent,177
Fe_hem,Fe_total,global,V5_0052,formula_parent,177
Fe_carb,Fe_total,global,V5_0052,formula_parent,177
Fe_sil,Fe_total,global,V5_0052,formula_parent,177
M_solid_i,Fe_total_i,boundary,V5_0053,formula_parent,340
TFe_i,Fe_total_i,boundary,V5_0053,formula_parent,340
M_solid_i,Gangue_i,boundary,V5_0054,formula_parent,345
Fe_total_i,Gangue_i,boundary,V5_0054,formula_parent,345
kM,I_NT,flotation,V5_0055,formula_parent,731
M_solid,I_NT,flotation,V5_0055,formula_parent,731
kmu,I_NT,flotation,V5_0055,formula_parent,731
mu_under,I_NT,flotation,V5_0055,formula_parent,731
kbed,I_NT,flotation,V5_0055,formula_parent,731
bed_mass,I_NT,flotation,V5_0055,formula_parent,731
I0_NT,I_NT_s,flotation,V5_0056,formula_parent,1465
kM_NT,I_NT_s,flotation,V5_0056,formula_parent,1465
M_NT_under_solid_s,I_NT_s,flotation,V5_0056,formula_parent,1465
kmu_NT,I_NT_s,flotation,V5_0056,formula_parent,1465
mu_under_s,I_NT_s,flotation,V5_0056,formula_parent,1465
kbed_NT,I_NT_s,flotation,V5_0056,formula_parent,1465
bed_mass_s,I_NT_s,flotation,V5_0056,formula_parent,1465
P_blower_shaft_kW_b,I_blower_phys_b,flotation,V5_0057,formula_parent,1552
V_blower_b,I_blower_phys_b,flotation,V5_0057,formula_parent,1552
pf_blower_b,I_blower_phys_b,flotation,V5_0057,formula_parent,1552
eta_blower_motor_b,I_blower_phys_b,flotation,V5_0057,formula_parent,1552
I0_cell_c,"I_cell_motor_phys_{s,c}",flotation,V5_0058,formula_parent,1656
krho_cell_c,"I_cell_motor_phys_{s,c}",flotation,V5_0058,formula_parent,1656
rho_slurry_s,"I_cell_motor_phys_{s,c}",flotation,V5_0058,formula_parent,1656
kmu_cell_c,"I_cell_motor_phys_{s,c}",flotation,V5_0058,formula_parent,1656
mu_slurry_s,"I_cell_motor_phys_{s,c}",flotation,V5_0058,formula_parent,1656
kair_cell_c,"I_cell_motor_phys_{s,c}",flotation,V5_0058,formula_parent,1656
"Q_air_{s,c}","I_cell_motor_phys_{s,c}",flotation,V5_0058,formula_parent,1656
kload_cell_c,"I_cell_motor_phys_{s,c}",flotation,V5_0058,formula_parent,1656
M_solid_s,"I_cell_motor_phys_{s,c}",flotation,V5_0058,formula_parent,1656
I0_j,"I_drug_j_phys_{s,j}",flotation,V5_0059,formula_parent,1501
kf_j,"I_drug_j_phys_{s,j}",flotation,V5_0059,formula_parent,1501
"f_{s,j}","I_drug_j_phys_{s,j}",flotation,V5_0059,formula_parent,1501
kvis_j,"I_drug_j_phys_{s,j}",flotation,V5_0059,formula_parent,1501
"reagent_viscosity_{s,j}","I_drug_j_phys_{s,j}",flotation,V5_0059,formula_parent,1501
kpress_j,"I_drug_j_phys_{s,j}",flotation,V5_0059,formula_parent,1501
reagent_supply_pressure_j,"I_drug_j_phys_{s,j}",flotation,V5_0059,formula_parent,1501
I_exc_sp,I_exc,magnetic,V5_0060,formula_parent,1215
I_exc_prev,I_exc,magnetic,V5_0060,formula_parent,1215
tau_exc_act,I_exc,magnetic,V5_0060,formula_parent,1215
I_nom,I_exc_sp,magnetic,V5_0061,formula_parent,1214
Kdiff_I,I_exc_sp,magnetic,V5_0061,formula_parent,1214
magnetic_difficulty,I_exc_sp,magnetic,V5_0061,formula_parent,1214
Kmag_I,I_exc_sp,magnetic,V5_0061,formula_parent,1214
r_mag,I_exc_sp,magnetic,V5_0061,formula_parent,1214
r_mag_ref,I_exc_sp,magnetic,V5_0061,formula_parent,1214
operator_trim_I,I_exc_sp,magnetic,V5_0061,formula_parent,1214
PRBS_mag_I,I_exc_sp,magnetic,V5_0061,formula_parent,1214
I_min,I_exc_sp,magnetic,V5_0061,formula_parent,1214
I_max,I_exc_sp,magnetic,V5_0061,formula_parent,1214
I_idle_mixer_k,"I_mixer_phys_{s,k}",flotation,V5_0062,formula_parent,1651
k_C_mixer_k,"I_mixer_phys_{s,k}",flotation,V5_0062,formula_parent,1651
C_s,"I_mixer_phys_{s,k}",flotation,V5_0062,formula_parent,1651
k_mu_mixer_k,"I_mixer_phys_{s,k}",flotation,V5_0062,formula_parent,1651
mu_slurry_s,"I_mixer_phys_{s,k}",flotation,V5_0062,formula_parent,1651
I0_ov,I_ov_pump_phys,tower_mill,V5_0063,formula_parent,1404
kf_ov,I_ov_pump_phys,tower_mill,V5_0063,formula_parent,1404
f_ov_pump_sp,I_ov_pump_phys,tower_mill,V5_0063,formula_parent,1404
kQ_ov,I_ov_pump_phys,tower_mill,V5_0063,formula_parent,1404
Q_ov_pump,I_ov_pump_phys,tower_mill,V5_0063,formula_parent,1404
krho_ov,I_ov_pump_phys,tower_mill,V5_0063,formula_parent,1404
rho_overflow,I_ov_pump_phys,tower_mill,V5_0063,formula_parent,1404
I0_pool_k,"I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
kf_pool_k,"I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
"f_pool_{s,k}","I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
kQ_pool_k,"I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
"Q_pump_pool_{s,k}","I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
krho_pool_k,"I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
rho_slurry_s,"I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
kmu_pool_k,"I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
mu_slurry_s,"I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
kH_pool_k,"I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
H_pool_k,"I_pool_phys_{s,k}",flotation,V5_0064,formula_parent,1641
kf,I_pump,tower_mill,V5_0065,formula_parent,575
f_pump,I_pump,tower_mill,V5_0065,formula_parent,575
kQ,I_pump,tower_mill,V5_0065,formula_parent,575
Q_pump,I_pump,tower_mill,V5_0065,formula_parent,575
krho,I_pump,tower_mill,V5_0065,formula_parent,575
rho_slurry,I_pump,tower_mill,V5_0065,formula_parent,575
kmu,I_pump,tower_mill,V5_0065,formula_parent,575
mu_slurry,I_pump,tower_mill,V5_0065,formula_parent,575
kP_pump,I_pump,tower_mill,V5_0065,formula_parent,575
P_cyc,I_pump,tower_mill,V5_0065,formula_parent,575
I0_pump,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
kf_pump,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
f_pump,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
kQ_pump,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
Q_pump,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
krho_pump,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
rho_feed,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
kmu_pump,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
mu_feed,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
kP_pump,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
P_cyc,I_pump_phys,tower_mill,V5_0066,formula_parent,1317
I0_ring,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
kf_ring,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
f_ring,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
krho_ring,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
rho_slurry,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
kclog_ring_I,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
matrix_clog,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
kQ_ring,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
Q_feed,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
Q_ref,I_ring_motor_phys,magnetic,V5_0067,formula_parent,1264
P_mech,I_tm,tower_mill,V5_0068,formula_parent,650
V_motor,I_tm,tower_mill,V5_0068,formula_parent,650
pf,I_tm,tower_mill,V5_0068,formula_parent,650
eta,I_tm,tower_mill,V5_0068,formula_parent,650
P_mech,I_tm_phys,tower_mill,V5_0069,formula_parent,1371
V_motor,I_tm_phys,tower_mill,V5_0069,formula_parent,1371
pf,I_tm_phys,tower_mill,V5_0069,formula_parent,1371
eta,I_tm_phys,tower_mill,V5_0069,formula_parent,1371
M_NT_solid,L_NT,flotation,V5_0070,formula_parent,725
rho_solid_mix,L_NT,flotation,V5_0070,formula_parent,725
V_NT_water,L_NT,flotation,V5_0070,formula_parent,725
A_NT,L_NT,flotation,V5_0070,formula_parent,725
M_NT_solid_s,L_NT_s,flotation,V5_0071,formula_parent,1453
rho_solid_mix_s,L_NT_s,flotation,V5_0071,formula_parent,1453
V_NT_water_s,L_NT_s,flotation,V5_0071,formula_parent,1453
A_NT_s,L_NT_s,flotation,V5_0071,formula_parent,1453
L_cell,L_cell_aerated,flotation,V5_0072,formula_parent,889
gas_holdup,L_cell_aerated,flotation,V5_0072,formula_parent,889
"L_cell_{s,c}","L_cell_aerated_{s,c}",flotation,V5_0073,formula_parent,1561
"gas_holdup_{s,c}","L_cell_aerated_{s,c}",flotation,V5_0073,formula_parent,1561
Liberation_fe_discharge_prev,Liberation_fe_discharge,tower_mill,V5_0074,formula_parent,1380
tau_mill_residence,Liberation_fe_discharge,tower_mill,V5_0074,formula_parent,1380
Liberation_fe_discharge_inst,Liberation_fe_discharge,tower_mill,V5_0074,formula_parent,1380
Liberation_fe_sand,Liberation_fe_discharge_inst,tower_mill,V5_0075,formula_parent,1375
k_lib_fe,Liberation_fe_discharge_inst,tower_mill,V5_0075,formula_parent,1375
E_spec,Liberation_fe_discharge_inst,tower_mill,V5_0075,formula_parent,1375
WI_mill,Liberation_fe_discharge_inst,tower_mill,V5_0075,formula_parent,1375
liberation_potential,Liberation_fe_discharge_inst,tower_mill,V5_0075,formula_parent,1375
Liberation_fe_feed_prev,Liberation_fe_feed,tower_mill,V5_0076,formula_parent,1303
tau_cyc_pool,Liberation_fe_feed,tower_mill,V5_0076,formula_parent,1303
Liberation_fe_feed_in,Liberation_fe_feed,tower_mill,V5_0076,formula_parent,1303
M_mag_conc_solid,Liberation_fe_feed_in,tower_mill,V5_0077,formula_parent,1293
Liberation_fe_mag_conc,Liberation_fe_feed_in,tower_mill,V5_0077,formula_parent,1293
M_tm_discharge_solid_prev,Liberation_fe_feed_in,tower_mill,V5_0077,formula_parent,1293
Liberation_fe_discharge_prev,Liberation_fe_feed_in,tower_mill,V5_0077,formula_parent,1293
L0_fe,Liberation_fe_i,boundary,V5_0078,formula_parent,361
k_L_wi,Liberation_fe_i,boundary,V5_0078,formula_parent,361
WI_i,Liberation_fe_i,boundary,V5_0078,formula_parent,361
WI_ref,Liberation_fe_i,boundary,V5_0078,formula_parent,361
k_L_size,Liberation_fe_i,boundary,V5_0078,formula_parent,361
F200_i,Liberation_fe_i,boundary,V5_0078,formula_parent,361
k_L_clay,Liberation_fe_i,boundary,V5_0078,formula_parent,361
clay_i,Liberation_fe_i,boundary,V5_0078,formula_parent,361
M_solid_i,Liberation_fe_mixed,boundary,V5_0079,formula_parent,409
Liberation_fe_i,Liberation_fe_mixed,boundary,V5_0079,formula_parent,409
M_solid_mixed,Liberation_fe_mixed,boundary,V5_0079,formula_parent,409
Liberation_fe_feed,Liberation_fe_overflow,tower_mill,V5_0080,formula_parent,1346
k_lib_fe_enrich,Liberation_fe_overflow,tower_mill,V5_0080,formula_parent,1346
Liberation_fe_feed,Liberation_fe_sand,tower_mill,V5_0081,formula_parent,1349
Liberation_fe_overflow,Liberation_fe_sand,tower_mill,V5_0081,formula_parent,1349
alpha_ov,Liberation_fe_sand,tower_mill,V5_0081,formula_parent,1349
Liberation_gangue_discharge_prev,Liberation_gangue_discharge,tower_mill,V5_0082,formula_parent,1381
tau_mill_residence,Liberation_gangue_discharge,tower_mill,V5_0082,formula_parent,1381
Liberation_gangue_discharge_inst,Liberation_gangue_discharge,tower_mill,V5_0082,formula_parent,1381
Liberation_gangue_sand,Liberation_gangue_discharge_inst,tower_mill,V5_0083,formula_parent,1376
k_lib_g,Liberation_gangue_discharge_inst,tower_mill,V5_0083,formula_parent,1376
E_spec,Liberation_gangue_discharge_inst,tower_mill,V5_0083,formula_parent,1376
WI_mill,Liberation_gangue_discharge_inst,tower_mill,V5_0083,formula_parent,1376
liberation_potential,Liberation_gangue_discharge_inst,tower_mill,V5_0083,formula_parent,1376
Liberation_gangue_feed_prev,Liberation_gangue_feed,tower_mill,V5_0084,formula_parent,1304
tau_cyc_pool,Liberation_gangue_feed,tower_mill,V5_0084,formula_parent,1304
Liberation_gangue_feed_in,Liberation_gangue_feed,tower_mill,V5_0084,formula_parent,1304
M_mag_conc_solid,Liberation_gangue_feed_in,tower_mill,V5_0085,formula_parent,1294
Liberation_gangue_mag_conc,Liberation_gangue_feed_in,tower_mill,V5_0085,formula_parent,1294
M_tm_discharge_solid_prev,Liberation_gangue_feed_in,tower_mill,V5_0085,formula_parent,1294
Liberation_gangue_discharge_prev,Liberation_gangue_feed_in,tower_mill,V5_0085,formula_parent,1294
L0_gangue,Liberation_gangue_i,boundary,V5_0086,formula_parent,368
k_Lg_wi,Liberation_gangue_i,boundary,V5_0086,formula_parent,368
WI_i,Liberation_gangue_i,boundary,V5_0086,formula_parent,368
WI_ref,Liberation_gangue_i,boundary,V5_0086,formula_parent,368
k_Lg_size,Liberation_gangue_i,boundary,V5_0086,formula_parent,368
F200_i,Liberation_gangue_i,boundary,V5_0086,formula_parent,368
M_solid_i,Liberation_gangue_mixed,boundary,V5_0087,formula_parent,410
Liberation_gangue_i,Liberation_gangue_mixed,boundary,V5_0087,formula_parent,410
M_solid_mixed,Liberation_gangue_mixed,boundary,V5_0087,formula_parent,410
Liberation_gangue_feed,Liberation_gangue_overflow,tower_mill,V5_0088,formula_parent,1347
k_lib_g_enrich,Liberation_gangue_overflow,tower_mill,V5_0088,formula_parent,1347
Liberation_gangue_feed,Liberation_gangue_sand,tower_mill,V5_0089,formula_parent,1350
Liberation_gangue_overflow,Liberation_gangue_sand,tower_mill,V5_0089,formula_parent,1350
alpha_ov,Liberation_gangue_sand,tower_mill,V5_0089,formula_parent,1350
meas,MC1_FET503_AI,tower_mill,V5_0090,formula_parent,1416
Q_water_phys,MC1_FET503_AI,tower_mill,V5_0090,formula_parent,1416
meas,MC1_TM204_HDZC_1_WD_AI,tower_mill,V5_0091,formula_parent,1423
T_bearing1,MC1_TM204_HDZC_1_WD_AI,tower_mill,V5_0091,formula_parent,1423
meas,MC1_TM204_ZDJ_DZ_A_WD_AI,tower_mill,V5_0092,formula_parent,1425
T_stator_A,MC1_TM204_ZDJ_DZ_A_WD_AI,tower_mill,V5_0092,formula_parent,1425
meas,MC1_TM206_HDZC_2_WD_AI,tower_mill,V5_0093,formula_parent,1424
T_bearing2,MC1_TM206_HDZC_2_WD_AI,tower_mill,V5_0093,formula_parent,1424
meas,MC1_TM206_ZDJ_DZ_B_WD_AI,tower_mill,V5_0094,formula_parent,1426
