from_variable,to_variable,stage,formula_id,edge_type,source_v4_line
Q_air_total,d(air_filter_fouling)/dt,flotation,V5_0294,formula_parent,1539
event_filter_clean,d(air_filter_fouling)/dt,flotation,V5_0294,formula_parent,1539
cleaning_rate_filter,d(air_filter_fouling)/dt,flotation,V5_0294,formula_parent,1539
d50_ref,d50,tower_mill,V5_0295,formula_parent,1328
P_ref,d50,tower_mill,V5_0295,formula_parent,1328
P_cyc,d50,tower_mill,V5_0295,formula_parent,1328
aP,d50,tower_mill,V5_0295,formula_parent,1328
C_feed,d50,tower_mill,V5_0295,formula_parent,1328
C_ref,d50,tower_mill,V5_0295,formula_parent,1328
aC,d50,tower_mill,V5_0295,formula_parent,1328
mu_feed,d50,tower_mill,V5_0295,formula_parent,1328
mu_ref,d50,tower_mill,V5_0295,formula_parent,1328
amu,d50,tower_mill,V5_0295,formula_parent,1328
Q_in_cell,dL_cell/dt,flotation,V5_0296,formula_parent,896
Q_out_cell,dL_cell/dt,flotation,V5_0296,formula_parent,896
Q_froth_cell,dL_cell/dt,flotation,V5_0296,formula_parent,896
A_cell,dL_cell/dt,flotation,V5_0296,formula_parent,896
"Q_in_cell_{s,c}","dL_cell_{s,c}/dt",flotation,V5_0297,formula_parent,1620
"Q_out_cell_{s,c}","dL_cell_{s,c}/dt",flotation,V5_0297,formula_parent,1620
"Q_froth_cell_{s,c}","dL_cell_{s,c}/dt",flotation,V5_0297,formula_parent,1620
A_cell_c,"dL_cell_{s,c}/dt",flotation,V5_0297,formula_parent,1620
Q_k6_refill_s,dL_k6_s/dt,flotation,V5_0298,formula_parent,1510
Q_k6_consumption_s,dL_k6_s/dt,flotation,V5_0298,formula_parent,1510
A_k6,dL_k6_s/dt,flotation,V5_0298,formula_parent,1510
Q_feed,dL_mag/dt,magnetic,V5_0299,formula_parent,1242
Q_tail,dL_mag/dt,magnetic,V5_0299,formula_parent,1242
Q_conc,dL_mag/dt,magnetic,V5_0299,formula_parent,1242
A_mag,dL_mag/dt,magnetic,V5_0299,formula_parent,1242
Q_overflow,dL_ov_pool/dt,tower_mill,V5_0300,formula_parent,1401
Q_ov_pump,dL_ov_pool/dt,tower_mill,V5_0300,formula_parent,1401
A_ov_pool,dL_ov_pool/dt,tower_mill,V5_0300,formula_parent,1401
Q_in,dL_pool/dt,tower_mill,V5_0301,formula_parent,1311
Q_return_sand,dL_pool/dt,tower_mill,V5_0301,formula_parent,1311
Q_water,dL_pool/dt,tower_mill,V5_0301,formula_parent,1311
Q_pump,dL_pool/dt,tower_mill,V5_0301,formula_parent,1311
A_pool,dL_pool/dt,tower_mill,V5_0301,formula_parent,1311
"Q_in_pool_{s,k}","dL_pool_{s,k}/dt",flotation,V5_0302,formula_parent,1637
"Q_pump_pool_{s,k}","dL_pool_{s,k}/dt",flotation,V5_0302,formula_parent,1637
A_pool_k,"dL_pool_{s,k}/dt",flotation,V5_0302,formula_parent,1637
M_in_solid,dM_NT_solid/dt,flotation,V5_0303,formula_parent,723
M_under_solid,dM_NT_solid/dt,flotation,V5_0303,formula_parent,723
M_over_solid,dM_NT_solid/dt,flotation,V5_0303,formula_parent,723
M_NT_in_solid_s,dM_NT_solid_s/dt,flotation,V5_0304,formula_parent,1451
M_NT_under_solid_s,dM_NT_solid_s/dt,flotation,V5_0304,formula_parent,1451
M_NT_over_solid_s,dM_NT_solid_s/dt,flotation,V5_0304,formula_parent,1451
feed_j_rate,dM_cell_j/dt,flotation,V5_0305,formula_parent,947
froth_j_rate,dM_cell_j/dt,flotation,V5_0305,formula_parent,947
tail_j_rate,dM_cell_j/dt,flotation,V5_0305,formula_parent,947
"feed_j_rate_{s,c}","dM_cell_j_{s,c}/dt",flotation,V5_0306,formula_parent,1614
"froth_j_rate_{s,c}","dM_cell_j_{s,c}/dt",flotation,V5_0306,formula_parent,1614
"tail_j_rate_{s,c}","dM_cell_j_{s,c}/dt",flotation,V5_0306,formula_parent,1614
Q_in_water,dV_NT_water/dt,flotation,V5_0307,formula_parent,724
Q_under_water,dV_NT_water/dt,flotation,V5_0307,formula_parent,724
Q_over_water,dV_NT_water/dt,flotation,V5_0307,formula_parent,724
Q_NT_in_water_s,dV_NT_water_s/dt,flotation,V5_0308,formula_parent,1452
Q_NT_under_water_s,dV_NT_water_s/dt,flotation,V5_0308,formula_parent,1452
Q_NT_over_water_s,dV_NT_water_s/dt,flotation,V5_0308,formula_parent,1452
theta_WI,dWI_i,global,V5_0309,formula_parent,144
WI_target_i,dWI_i,global,V5_0309,formula_parent,144
WI_i,dWI_i,global,V5_0309,formula_parent,144
sigma_WI,dWI_i,global,V5_0309,formula_parent,144
dW_WI_i,dWI_i,global,V5_0309,formula_parent,144
theta_clay,dclay_i,global,V5_0310,formula_parent,145
clay_target_i,dclay_i,global,V5_0310,formula_parent,145
clay_i,dclay_i,global,V5_0310,formula_parent,145
sigma_clay,dclay_i,global,V5_0310,formula_parent,145
dW_clay_i,dclay_i,global,V5_0310,formula_parent,145
P_mech,delta_T_mill,tower_mill,V5_0311,formula_parent,1377
k_heat_conv,delta_T_mill,tower_mill,V5_0311,formula_parent,1377
Q_pump,delta_T_mill,tower_mill,V5_0311,formula_parent,1377
rho_feed,delta_T_mill,tower_mill,V5_0311,formula_parent,1377
Cp_slurry,delta_T_mill,tower_mill,V5_0311,formula_parent,1377
dose_DF_K6_effective_prev,dose_DF_K6_effective,flotation,V5_0312,formula_parent,920
tau_adsorption_K6,dose_DF_K6_effective,flotation,V5_0312,formula_parent,920
dose_DF_K6,dose_DF_K6_effective,flotation,V5_0312,formula_parent,920
dose_DF_K6_effective_prev_s,dose_DF_K6_effective_s,flotation,V5_0313,formula_parent,1504
tau_adsorption_K6_s,dose_DF_K6_effective_s,flotation,V5_0313,formula_parent,1504
dose_DF_K6_s,dose_DF_K6_effective_s,flotation,V5_0313,formula_parent,1504
dose_TD_effective_prev,dose_TD_effective,flotation,V5_0314,formula_parent,919
tau_adsorption_TD,dose_TD_effective,flotation,V5_0314,formula_parent,919
dose_TD,dose_TD_effective,flotation,V5_0314,formula_parent,919
dose_TD_effective_prev_s,dose_TD_effective_s,flotation,V5_0315,formula_parent,1503
tau_adsorption_TD_s,dose_TD_effective_s,flotation,V5_0315,formula_parent,1503
dose_TD_s,dose_TD_effective_s,flotation,V5_0315,formula_parent,1503
Q_j_ml_s,dose_j_kg_t,flotation,V5_0316,formula_parent,786
rho_j_kg_L,dose_j_kg_t,flotation,V5_0316,formula_parent,786
active_j,dose_j_kg_t,flotation,V5_0316,formula_parent,786
M_feed_solid_tph,dose_j_kg_t,flotation,V5_0316,formula_parent,786
d0_k6,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
Kslime_k6,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
f25,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
Ksil_k6,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
r_sil,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
Kcarb_k6,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
r_carb,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
Kselect_k6,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
selectivity_ref,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
selectivity_proxy,dose_need_DF_K6,flotation,V5_0317,formula_parent,776
d0_k6,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
Kslime_k6,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
f25_s,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
Ksil_k6,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
r_sil_s,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
Kcarb_k6,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
r_carb_s,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
Kselect_k6,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
selectivity_ref,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
selectivity_proxy_s,dose_need_DF_K6_s,flotation,V5_0318,formula_parent,1493
d0_td_c,dose_need_TD_clean,flotation,V5_0319,formula_parent,770
Kproxy_td,dose_need_TD_clean,flotation,V5_0319,formula_parent,770
quality_proxy_ref,dose_need_TD_clean,flotation,V5_0319,formula_parent,770
quality_proxy_s,dose_need_TD_clean,flotation,V5_0319,formula_parent,770
Kdiff_clean,dose_need_TD_clean,flotation,V5_0319,formula_parent,770
floatability_difficulty,dose_need_TD_clean,flotation,V5_0319,formula_parent,770
operator_trim_td_clean,dose_need_TD_clean,flotation,V5_0319,formula_parent,770
d0_td_c,dose_need_TD_clean_s,flotation,V5_0320,formula_parent,1492
Kproxy_td,dose_need_TD_clean_s,flotation,V5_0320,formula_parent,1492
quality_proxy_ref,dose_need_TD_clean_s,flotation,V5_0320,formula_parent,1492
quality_proxy_s,dose_need_TD_clean_s,flotation,V5_0320,formula_parent,1492
Kdiff_clean,dose_need_TD_clean_s,flotation,V5_0320,formula_parent,1492
floatability_difficulty_s,dose_need_TD_clean_s,flotation,V5_0320,formula_parent,1492
operator_trim_td_clean_s,dose_need_TD_clean_s,flotation,V5_0320,formula_parent,1492
d0_td_r,dose_need_TD_rough,flotation,V5_0321,formula_parent,762
Kload_td,dose_need_TD_rough,flotation,V5_0321,formula_parent,762
M_feed_solid,dose_need_TD_rough,flotation,V5_0321,formula_parent,762
Kdiff_td,dose_need_TD_rough,flotation,V5_0321,formula_parent,762
floatability_difficulty,dose_need_TD_rough,flotation,V5_0321,formula_parent,762
Kfroth_td,dose_need_TD_rough,flotation,V5_0321,formula_parent,762
froth_error,dose_need_TD_rough,flotation,V5_0321,formula_parent,762
operator_trim_td,dose_need_TD_rough,flotation,V5_0321,formula_parent,762
PRBS_TD,dose_need_TD_rough,flotation,V5_0321,formula_parent,762
d0_td_r,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
Kload_td,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
M_feed_solid_s,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
Kdiff_td,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
floatability_difficulty_s,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
Kfroth_td,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
h_ref,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
mean_c,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
"h_froth_lag_{s,c}",dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
operator_trim_td_s,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
PRBS_TD_s,dose_need_TD_rough_s,flotation,V5_0322,formula_parent,1491
d0_cao,dose_need_cao,flotation,V5_0323,formula_parent,810
Kcarb_cao,dose_need_cao,flotation,V5_0323,formula_parent,810
r_carb,dose_need_cao,flotation,V5_0323,formula_parent,810
Ksil_cao,dose_need_cao,flotation,V5_0323,formula_parent,810
r_sil,dose_need_cao,flotation,V5_0323,formula_parent,810
Kbuf_cao,dose_need_cao,flotation,V5_0323,formula_parent,810
buffer_capacity,dose_need_cao,flotation,V5_0323,formula_parent,810
d0_cao,dose_need_cao_s,flotation,V5_0324,formula_parent,1522
Kcarb_cao,dose_need_cao_s,flotation,V5_0324,formula_parent,1522
r_carb_s,dose_need_cao_s,flotation,V5_0324,formula_parent,1522
Ksil_cao,dose_need_cao_s,flotation,V5_0324,formula_parent,1522
r_sil_s,dose_need_cao_s,flotation,V5_0324,formula_parent,1522
Kbuf_cao,dose_need_cao_s,flotation,V5_0324,formula_parent,1522
buffer_capacity_s,dose_need_cao_s,flotation,V5_0324,formula_parent,1522
d0_naoh,dose_need_naoh,flotation,V5_0325,formula_parent,809
Kp_pH,dose_need_naoh,flotation,V5_0325,formula_parent,809
pH_sp,dose_need_naoh,flotation,V5_0325,formula_parent,809
pH_sensor,dose_need_naoh,flotation,V5_0325,formula_parent,809
Kbuf_naoh,dose_need_naoh,flotation,V5_0325,formula_parent,809
buffer_capacity,dose_need_naoh,flotation,V5_0325,formula_parent,809
Kflow_naoh,dose_need_naoh,flotation,V5_0325,formula_parent,809
M_feed_solid,dose_need_naoh,flotation,V5_0325,formula_parent,809
d0_naoh,dose_need_naoh_s,flotation,V5_0326,formula_parent,1521
Kp_pH,dose_need_naoh_s,flotation,V5_0326,formula_parent,1521
pH_sp_s,dose_need_naoh_s,flotation,V5_0326,formula_parent,1521
pH_lag_s,dose_need_naoh_s,flotation,V5_0326,formula_parent,1521
Kbuf_naoh,dose_need_naoh_s,flotation,V5_0326,formula_parent,1521
buffer_capacity_s,dose_need_naoh_s,flotation,V5_0326,formula_parent,1521
Kflow_naoh,dose_need_naoh_s,flotation,V5_0326,formula_parent,1521
M_feed_solid_s,dose_need_naoh_s,flotation,V5_0326,formula_parent,1521
dose_need_cao_s,"dose_need_{s,cao}",flotation,V5_0327,formula_parent,1524
dose_need_DF_K6_s,"dose_need_{s,k6_rough}",flotation,V5_0328,formula_parent,1497
dose_need_naoh_s,"dose_need_{s,naoh}",flotation,V5_0329,formula_parent,1523
dose_need_TD_clean_s,"dose_need_{s,td_clean}",flotation,V5_0330,formula_parent,1496
dose_need_TD_rough_s,"dose_need_{s,td_rough}",flotation,V5_0331,formula_parent,1495
theta_carb,dr_carb_i,global,V5_0332,formula_parent,146
r_carb_target_i,dr_carb_i,global,V5_0332,formula_parent,146
r_carb_i,dr_carb_i,global,V5_0332,formula_parent,146
sigma_carb,dr_carb_i,global,V5_0332,formula_parent,146
dW_carb_i,dr_carb_i,global,V5_0332,formula_parent,146
e0,entrainment_factor,flotation,V5_0333,formula_parent,912
e_f25,entrainment_factor,flotation,V5_0333,formula_parent,912
f25,entrainment_factor,flotation,V5_0333,formula_parent,912
e_clay,entrainment_factor,flotation,V5_0333,formula_parent,912
clay,entrainment_factor,flotation,V5_0333,formula_parent,912
e_C,entrainment_factor,flotation,V5_0333,formula_parent,912
e_mu,entrainment_factor,flotation,V5_0333,formula_parent,912
mu_slurry,entrainment_factor,flotation,V5_0333,formula_parent,912
mu_ref,entrainment_factor,flotation,V5_0333,formula_parent,912
e0_c,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
e_f25_c,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
f25_s,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
e_clay_c,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
clay_s,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
e_C_c,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
C_s,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
e_mu_c,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
mu_slurry_s,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
mu_ref,"entrainment_factor_{s,c}",flotation,V5_0334,formula_parent,1600
L_k6_s,event_k6_refill_s,flotation,V5_0335,formula_parent,1512
L_refill_low,event_k6_refill_s,flotation,V5_0335,formula_parent,1512
e,f25_i,boundary,V5_0336,formula_parent,334
d80_i,f25_i,boundary,V5_0336,formula_parent,334
n_rr,f25_i,boundary,V5_0336,formula_parent,334
M_solid_i,f25_mixed,boundary,V5_0337,formula_parent,408
f25_i,f25_mixed,boundary,V5_0337,formula_parent,408
M_solid_mixed,f25_mixed,boundary,V5_0337,formula_parent,408
f_j_sp,f_j,flotation,V5_0338,formula_parent,784
f_min_j,f_j,flotation,V5_0338,formula_parent,784
f_max_j,f_j,flotation,V5_0338,formula_parent,784
tau_j,f_j,flotation,V5_0338,formula_parent,784
dose_to_freq,f_j_sp,flotation,V5_0339,formula_parent,783
dose_need_j,f_j_sp,flotation,V5_0339,formula_parent,783
M_feed_solid,f_j_sp,flotation,V5_0339,formula_parent,783
f_oil_pump_sp,f_oil_pump,tower_mill,V5_0340,formula_parent,1386
f_oil_pump_prev,f_oil_pump,tower_mill,V5_0340,formula_parent,1386
tau_oil_pump,f_oil_pump,tower_mill,V5_0340,formula_parent,1386
f_oil_nom,f_oil_pump_sp,tower_mill,V5_0341,formula_parent,1385
K_oil_T,f_oil_pump_sp,tower_mill,V5_0341,formula_parent,1385
T_oil,f_oil_pump_sp,tower_mill,V5_0341,formula_parent,1385
T_oil_sp,f_oil_pump_sp,tower_mill,V5_0341,formula_parent,1385
K_oil_P,f_oil_pump_sp,tower_mill,V5_0341,formula_parent,1385
P_mech,f_oil_pump_sp,tower_mill,V5_0341,formula_parent,1385
P_ref,f_oil_pump_sp,tower_mill,V5_0341,formula_parent,1385
f_oil_min,f_oil_pump_sp,tower_mill,V5_0341,formula_parent,1385
f_oil_max,f_oil_pump_sp,tower_mill,V5_0341,formula_parent,1385
f_ov_nom,f_ov_pump_sp,tower_mill,V5_0342,formula_parent,1402
K_ov_L,f_ov_pump_sp,tower_mill,V5_0342,formula_parent,1402
L_ov_pool,f_ov_pump_sp,tower_mill,V5_0342,formula_parent,1402
L_ov_sp,f_ov_pump_sp,tower_mill,V5_0342,formula_parent,1402
f_ov_min,f_ov_pump_sp,tower_mill,V5_0342,formula_parent,1402
f_ov_max,f_ov_pump_sp,tower_mill,V5_0342,formula_parent,1402
f_pool_nom_k,"f_pool_sp_{s,k}",flotation,V5_0343,formula_parent,1638
Kpool_L_k,"f_pool_sp_{s,k}",flotation,V5_0343,formula_parent,1638
"L_pool_{s,k}","f_pool_sp_{s,k}",flotation,V5_0343,formula_parent,1638
L_pool_sp_k,"f_pool_sp_{s,k}",flotation,V5_0343,formula_parent,1638
f_pool_min_k,"f_pool_sp_{s,k}",flotation,V5_0343,formula_parent,1638
f_pool_max_k,"f_pool_sp_{s,k}",flotation,V5_0343,formula_parent,1638
"f_pool_sp_{s,k}","f_pool_{s,k}",flotation,V5_0344,formula_parent,1639
"f_pool_prev_{s,k}","f_pool_{s,k}",flotation,V5_0344,formula_parent,1639
tau_pool_pump_k,"f_pool_{s,k}",flotation,V5_0344,formula_parent,1639
f_pul_sp,f_pul,magnetic,V5_0345,formula_parent,1236
f_pul_prev,f_pul,magnetic,V5_0345,formula_parent,1236
tau_pul_act,f_pul,magnetic,V5_0345,formula_parent,1236
f_pul_nom,f_pul_sp,magnetic,V5_0346,formula_parent,1234
Kcoarse_pul,f_pul_sp,magnetic,V5_0346,formula_parent,1234
F325,f_pul_sp,magnetic,V5_0346,formula_parent,1234
Kclay_pul,f_pul_sp,magnetic,V5_0346,formula_parent,1234
clay,f_pul_sp,magnetic,V5_0346,formula_parent,1234
Kslime_pul,f_pul_sp,magnetic,V5_0346,formula_parent,1234
f25,f_pul_sp,magnetic,V5_0346,formula_parent,1234
Kload_pul,f_pul_sp,magnetic,V5_0346,formula_parent,1234
Q_feed,f_pul_sp,magnetic,V5_0346,formula_parent,1234
Q_ref,f_pul_sp,magnetic,V5_0346,formula_parent,1234
f_pul_min,f_pul_sp,magnetic,V5_0346,formula_parent,1234
f_pul_max,f_pul_sp,magnetic,V5_0346,formula_parent,1234
f_pump_sp,f_pump,tower_mill,V5_0347,formula_parent,1314
f_pump_prev,f_pump,tower_mill,V5_0347,formula_parent,1314
tau_pump_act,f_pump,tower_mill,V5_0347,formula_parent,1314
f0,f_pump_sp,tower_mill,V5_0348,formula_parent,1313
L_pool,f_pump_sp,tower_mill,V5_0348,formula_parent,1313
L_sp,f_pump_sp,tower_mill,V5_0348,formula_parent,1313
P_sp,f_pump_sp,tower_mill,V5_0348,formula_parent,1313
P_cyc_lag,f_pump_sp,tower_mill,V5_0348,formula_parent,1313
K_Qff,f_pump_sp,tower_mill,V5_0348,formula_parent,1313
Q_in,f_pump_sp,tower_mill,V5_0348,formula_parent,1313
f_min,f_pump_sp,tower_mill,V5_0348,formula_parent,1313
f_max,f_pump_sp,tower_mill,V5_0348,formula_parent,1313
f_ring_sp,f_ring,magnetic,V5_0349,formula_parent,1237
f_ring_prev,f_ring,magnetic,V5_0349,formula_parent,1237
tau_ring_act,f_ring,magnetic,V5_0349,formula_parent,1237
f_ring_nom,f_ring_sp,magnetic,V5_0350,formula_parent,1235
Kclog_ring,f_ring_sp,magnetic,V5_0350,formula_parent,1235
matrix_clog,f_ring_sp,magnetic,V5_0350,formula_parent,1235
Kcoarse_ring,f_ring_sp,magnetic,V5_0350,formula_parent,1235
F200,f_ring_sp,magnetic,V5_0350,formula_parent,1235
f_ring_min,f_ring_sp,magnetic,V5_0350,formula_parent,1235
f_ring_max,f_ring_sp,magnetic,V5_0350,formula_parent,1235
_sp,"f_{s,j}",flotation,V5_0351,formula_parent,1499
_prev,"f_{s,j}",flotation,V5_0351,formula_parent,1499
tau_j_act,"f_{s,j}",flotation,V5_0351,formula_parent,1499
a_freq_j,"f_{s,j}_sp",flotation,V5_0352,formula_parent,1498
b_freq_j,"f_{s,j}_sp",flotation,V5_0352,formula_parent,1498
"dose_need_{s,j}","f_{s,j}_sp",flotation,V5_0352,formula_parent,1498
M_feed_solid_s,"f_{s,j}_sp",flotation,V5_0352,formula_parent,1498
f_min_j,"f_{s,j}_sp",flotation,V5_0352,formula_parent,1498
f_max_j,"f_{s,j}_sp",flotation,V5_0352,formula_parent,1498
w_carb,floatability_difficulty,flotation,V5_0353,formula_parent,1478
r_carb,floatability_difficulty,flotation,V5_0353,formula_parent,1478
w_sil,floatability_difficulty,flotation,V5_0353,formula_parent,1478
r_sil,floatability_difficulty,flotation,V5_0353,formula_parent,1478
w_fine,floatability_difficulty,flotation,V5_0353,formula_parent,1478
f25,floatability_difficulty,flotation,V5_0353,formula_parent,1478
w_coarse,floatability_difficulty,flotation,V5_0353,formula_parent,1478
F325,floatability_difficulty,flotation,V5_0353,formula_parent,1478
w_low_lib,floatability_difficulty,flotation,V5_0353,formula_parent,1478
Liberation_gangue,floatability_difficulty,flotation,V5_0353,formula_parent,1478
w_density,floatability_difficulty,flotation,V5_0353,formula_parent,1478
abs,floatability_difficulty,flotation,V5_0353,formula_parent,1478
C_opt,floatability_difficulty,flotation,V5_0353,formula_parent,1478
w_clay,floatability_difficulty,flotation,V5_0353,formula_parent,1478
clay,floatability_difficulty,flotation,V5_0353,formula_parent,1478
h_ref,froth_error,flotation,V5_0354,formula_parent,755
h_froth_sensor,froth_error,flotation,V5_0354,formula_parent,755
froth_j_rate,froth_j,flotation,V5_0355,formula_parent,950
R_j,froth_j_rate,flotation,V5_0356,formula_parent,945
M_cell_j_prev,froth_j_rate,flotation,V5_0356,formula_parent,945
tau_stage_h,froth_j_rate,flotation,V5_0356,formula_parent,945
entrainment_j_rate,froth_j_rate,flotation,V5_0356,formula_parent,945
"R_j_{s,c}","froth_j_rate_{s,c}",flotation,V5_0357,formula_parent,1612
"M_cell_j_prev_{s,c}","froth_j_rate_{s,c}",flotation,V5_0357,formula_parent,1612
"tau_stage_h_{s,c}","froth_j_rate_{s,c}",flotation,V5_0357,formula_parent,1612
"entrainment_j_rate_{s,c}","froth_j_rate_{s,c}",flotation,V5_0357,formula_parent,1612
"froth_j_rate_{s,c}","froth_j_{s,c}",flotation,V5_0358,formula_parent,1616
s0,froth_stability,flotation,V5_0359,formula_parent,858
s_TD,froth_stability,flotation,V5_0359,formula_parent,858
dose_TD,froth_stability,flotation,V5_0359,formula_parent,858
s_K6,froth_stability,flotation,V5_0359,formula_parent,858
dose_DF_K6,froth_stability,flotation,V5_0359,formula_parent,858
s_f25,froth_stability,flotation,V5_0359,formula_parent,858
f25,froth_stability,flotation,V5_0359,formula_parent,858
s_C,froth_stability,flotation,V5_0359,formula_parent,858
s_Ca,froth_stability,flotation,V5_0359,formula_parent,858
Ca2_effect,froth_stability,flotation,V5_0359,formula_parent,858
s_lib,froth_stability,flotation,V5_0359,formula_parent,858
Liberation_gangue,froth_stability,flotation,V5_0359,formula_parent,858
s_clay,froth_stability,flotation,V5_0359,formula_parent,858
clay,froth_stability,flotation,V5_0359,formula_parent,858
s0_c,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
s_TD_c,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
dose_TD_effective_s,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
s_K6_c,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
dose_DF_K6_effective_s,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
s_f25_c,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
f25_s,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
s_C_c,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
C_s,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
s_Ca_c,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
Ca2_effect_s,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
s_lib_c,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
Liberation_gangue_s,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
s_clay_c,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
clay_s,"froth_stability_{s,c}",flotation,V5_0360,formula_parent,1566
meas,fx_ah5_power,flotation,V5_0361,formula_parent,1705
P_series1,fx_ah5_power,flotation,V5_0361,formula_parent,1705
meas,fx_ah6_power,flotation,V5_0362,formula_parent,1706
P_series2,fx_ah6_power,flotation,V5_0362,formula_parent,1706
meas,fx_blower{b}_pressure,flotation,V5_0363,formula_parent,1693
P_blower_pressure_b,fx_blower{b}_pressure,flotation,V5_0363,formula_parent,1693
meas,fx_nt{s}_motor_current,flotation,V5_0364,formula_parent,1692
I_NT_s,fx_nt{s}_motor_current,flotation,V5_0364,formula_parent,1692
meas,fx_nt{s}_underflow_density,flotation,V5_0365,formula_parent,1691
rho_under_s,fx_nt{s}_underflow_density,flotation,V5_0365,formula_parent,1691
meas,fx_s1_ft1701,flotation,V5_0366,formula_parent,1694
Q_ft_s1_1701_phys,fx_s1_ft1701,flotation,V5_0366,formula_parent,1694
meas,fx_s1_ft1702,flotation,V5_0367,formula_parent,1695
Q_ft_s1_1702_phys,fx_s1_ft1702,flotation,V5_0367,formula_parent,1695
meas,fx_s2_ft2701,flotation,V5_0368,formula_parent,1696
Q_ft_s2_2701_phys,fx_s2_ft2701,flotation,V5_0368,formula_parent,1696
meas,fx_s2_ft2702,flotation,V5_0369,formula_parent,1697
Q_ft_s2_2702_phys,fx_s2_ft2702,flotation,V5_0369,formula_parent,1697
meas,fx_s{s}_k6_level,flotation,V5_0370,formula_parent,1690
L_k6_s,fx_s{s}_k6_level,flotation,V5_0370,formula_parent,1690
meas,fx_s{s}_ph,flotation,V5_0371,formula_parent,1689
pH_s,fx_s{s}_ph,flotation,V5_0371,formula_parent,1689
meas,fx_s{s}_pool{k}_level,flotation,V5_0372,formula_parent,1698
"L_pool_{s,k}",fx_s{s}_pool{k}_level,flotation,V5_0372,formula_parent,1698
meas,fx_s{s}_pool{k}_pump_curr,flotation,V5_0373,formula_parent,1700
"I_pool_phys_{s,k}",fx_s{s}_pool{k}_pump_curr,flotation,V5_0373,formula_parent,1700
meas,fx_s{s}_pool{k}_pump_freq,flotation,V5_0374,formula_parent,1699
"f_pool_{s,k}",fx_s{s}_pool{k}_pump_freq,flotation,V5_0374,formula_parent,1699
meas,fx_s{s}_tk{k}_mixer_curr,flotation,V5_0375,formula_parent,1702
"I_mixer_phys_{s,k}",fx_s{s}_tk{k}_mixer_curr,flotation,V5_0375,formula_parent,1702
meas,fx_s{s}_tk{k}_steam_fb,flotation,V5_0376,formula_parent,1704
"u_steam_fb_{s,k}",fx_s{s}_tk{k}_steam_fb,flotation,V5_0376,formula_parent,1704
